trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome.started,welcome.stopped,instructions.started,instructions.stopped,start_2.keys,start_2.rt,start_2.started,start_2.stopped,textbox.text,textbox.started,textbox.stopped,i7.started,i7.stopped,i8.started,i8.stopped,i9.started,i9.stopped,i4.started,i4.stopped,i5.started,i5.stopped,i6.started,i6.stopped,i1.started,i1.stopped,i2.started,i2.stopped,i3.started,i3.stopped,idel.started,idel.stopped,i0.started,i0.stopped,ienter.started,ienter.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,86.09723699999995,87.12854069999958,86.84787210000104,None,l,3.9782646000003297,86.84787210000104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
0,0,0,0,,,,,,,,,>>>l,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,92.15001459999985,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
1,0,1,0,,,,,,,,,>>>,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,98.18079730000136,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
2,0,2,0,,,,,,,,,>>>,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,104.06601729999966,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
3,0,3,0,,,,,,,,,>>>,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,110.37253349999992,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
4,0,4,0,,,,,,,,,>>>,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,116.38642810000056,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
5,0,5,0,,,,,,,,,>>>,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,122.3084173999996,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
6,0,6,0,,,,,,,,,>>>,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,128.15618970000105,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
7,0,7,0,,,,,,,,,>>>,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,134.17332440000064,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
8,0,8,0,,,,,,,,,>>>,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,140.2605712000004,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
9,0,9,0,,,,,,,,,>>>,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,146.32992709999962,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
10,0,10,0,,,,,,,,,>>>,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,152.2462575999998,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
11,0,11,0,,,,,,,,,>>>,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,158.37870660000044,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
12,0,12,0,,,,,,,,,>>>,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,164.1645365000004,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
13,0,13,0,,,,,,,,,>>>,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,172.78805269999975,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
14,0,14,0,,,,,,,,,>>>,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,177.2406307000001,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
15,0,15,0,,,,,,,,,>>>,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,182.7981763000007,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
16,0,16,0,,,,,,,,,>>>,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,189.00559690000046,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
17,0,17,0,,,,,,,,,>>>,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,194.35356350000075,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
18,0,18,0,,,,,,,,,>>>,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,200.3871197999997,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
19,0,19,0,,,,,,,,,>>>,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,206.22343759999967,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
20,0,20,0,,,,,,,,,>>>,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,212.4985873000005,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
21,0,21,0,,,,,,,,,>>>,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,218.53649680000126,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
22,0,22,0,,,,,,,,,>>>,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,224.7228887000001,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
23,0,23,0,,,,,,,,,>>>,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,230.76173630000085,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
24,0,24,0,,,,,,,,,>>>,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,236.8265704000005,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
25,0,25,0,,,,,,,,,>>>,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,243.08232060000046,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
26,0,26,0,,,,,,,,,>>>,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,248.796749000001,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
27,0,27,0,,,,,,,,,>>>,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,254.84678750000057,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
28,0,28,0,,,,,,,,,>>>,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,260.45663570000033,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
29,0,29,0,,,,,,,,,>>>,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,269.0095773000012,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
30,0,30,0,,,,,,,,,>>>,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,272.7454035999999,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
31,0,31,0,,,,,,,,,>>>,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,279.14316959999996,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
32,0,32,0,,,,,,,,,>>>,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,284.7555874999998,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
33,0,33,0,,,,,,,,,>>>,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,290.15188690000105,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
34,0,34,0,,,,,,,,,>>>,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,296.4218424999999,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
35,0,35,0,,,,,,,,,>>>,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,302.28840310000123,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
36,0,36,0,,,,,,,,,>>>,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,308.23814140000104,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
37,0,37,0,,,,,,,,,>>>,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,314.4348381,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
38,0,38,0,,,,,,,,,>>>,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,320.1826790000014,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
39,0,39,0,,,,,,,,,>>>,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,326.88743520000025,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
40,0,40,0,,,,,,,,,>>>,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,332.7815418000009,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
41,0,41,0,,,,,,,,,>>>,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,338.0529760999998,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
42,0,42,0,,,,,,,,,>>>,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,344.896640500001,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
43,0,43,0,,,,,,,,,>>>,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,350.70356940000056,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
44,0,44,0,,,,,,,,,>>>,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,356.4226909000008,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
45,0,45,0,,,,,,,,,>>>,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,362.37117430000035,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
46,0,46,0,,,,,,,,,>>>,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,368.28651770000033,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
47,0,47,0,,,,,,,,,>>>,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,374.33957069999997,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
48,0,48,0,,,,,,,,,>>>,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,380.20676770000136,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
49,0,49,0,,,,,,,,,>>>,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,386.4676677000007,None,,2022_Feb_22_0327,idk,2021.2.3,59.83652660968786,
